doc_id,doc_url,doc_url_serverless,previous_version_doc_url,description
search-aggregations-metrics-sum-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-metrics-sum-aggregation,[use-doc-url],,More about the sum aggregation
search-aggregations-pipeline-sum-bucket-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-pipeline-sum-bucket-aggregation,[use-doc-url],,About the sum bucket aggregation
search-aggregations-bucket-terms-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-bucket-terms-aggregation,[use-doc-url],,More about the terms aggregation
search-aggregations-bucket-time-series-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-bucket-time-series-aggregation,[use-doc-url],,About the time series aggregation
search-aggregations-metrics-top-hits-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-metrics-top-hits-aggregation,[use-doc-url],,About the top hits aggregation
search-aggregations-metrics-ttest-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-metrics-ttest-aggregation,[use-doc-url],,More about the t-test aggregation
search-aggregations-metrics-top-metrics,https://www.elastic.co/docs/reference/aggregations/search-aggregations-metrics-top-metrics,[use-doc-url],,About the top metrics aggregation
search-aggregations-metrics-valuecount-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-metrics-valuecount-aggregation,[use-doc-url],,About the value count aggregation
search-aggregations-metrics-weight-avg-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-metrics-weight-avg-aggregation,[use-doc-url],,About the weighted avg
search-aggregations-bucket-variablewidthhistogram-aggregation,https://www.elastic.co/docs/reference/aggregations/search-aggregations-bucket-variablewidthhistogram-aggregation,[use-doc-url],,About the variable width
search-analyzer,https://www.elastic.co/docs/reference/elasticsearch/mapping-reference/search-analyzer,[use-doc-url],,More about the search_analyzer
search-application-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-application-delete,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-application-delete,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-search-application.html,About deleting a search
search-application-get,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-application-get,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-application-get,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-search-application.html,About search application details
search-application-put,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-application-put,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-application-put,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-search-application.html,Creating or updating search
search-application-search,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-application-search,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-application-search,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-application-search.html,About running a search
search-render-query,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-application-render-query,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-application-render-query.html,About the rendering a search
search-retrievers,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/retrievers,[use-doc-url],,Learn more about retrievers
search-count,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-count,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-count,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-count.html,About counting search results
search-explain,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-explain,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-explain,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-explain.html,About explaining a document match
search-field-caps,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-field-caps,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-field-caps,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-field-caps.html,More about the field capabilities
search-highlight,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/highlighting,[use-doc-url],,Learn more about highlighting
search-knn,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-knn-search,,,Learn more about kNN search
search-multi-search,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-msearch,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-msearch,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-multi-search.html,About running multiple searches
search-multi-search-template,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-msearch-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-msearch-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/multi-search-template.html,About running multiple templated
search-multiple-indices,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/search-multiple-data-streams-indices,[use-doc-url],,About searching multiple targets
search-profile,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/search-profile,[use-doc-url],,More about search profiling
search-rank-eval,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-rank-eval,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-rank-eval,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-rank-eval.html,About evaluating ranked search
search-search,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-search.html,More about running a search
search-shards,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-shards,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-shards.html,More about the search shards
search-shard-routing,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/search-shard-routing,[use-doc-url],,More about search shard routing
search-template,https://www.elastic.co/docs/solutions/search/search-templates,[use-doc-url],,More about searching templates
search-template-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-template-api.html,About running a search with a
search-terms-enum,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-terms-enum,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-terms-enum,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-terms-enum.html,More about terms in an index
search-validate,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-validate-query,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-validate-query,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-validate.html,More about validating a query
search-vector-tile-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-mvt,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-mvt,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/search-vector-tile-api.html,About searching a vector tile
searchable-snapshots,https://www.elastic.co/docs/deploy-manage/tools/snapshot-and-restore/searchable-snapshots,[use-doc-url],,More about searchable snapshots
searchable-snapshots-api-cache-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-searchable-snapshots-cache-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/searchable-snapshots-api-cache-stats.html,More about cache statistics
searchable-snapshots-api-clear-cache,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-searchable-snapshots-clear-cache,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/searchable-snapshots-api-clear-cache.html,More about clearing the cache
searchable-snapshots-api-mount-snapshot,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-searchable-snapshots-mount,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/searchable-snapshots-api-mount-snapshot.html,More about mounting a snapshot
searchable-snapshots-api-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-searchable-snapshots-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/searchable-snapshots-api-stats.html,About searchable snapshot
searchable-snapshots-apis,https://www.elastic.co/docs/api/doc/elasticsearch/group/endpoint-searchable_snapshots,[use-doc-url],https://www.elastic.co/guide/en/elasticsearch/reference/8.19/searchable-snapshots-apis.html,More about searchable snapshots
search-templates,https://www.elastic.co/docs/solutions/search/search-templates,[use-doc-url],,More about searching templates
secure-settings,https://www.elastic.co/docs/deploy-manage/security/secure-settings,[use-doc-url],,More about securing your settings
security-api-activate-user-profile,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-activate-user-profile,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-activate-user-profile.html,About activating a user profile
security-api-authenticate,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-authenticate,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-authenticate,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-authenticate.html,More about authenticating a user
security-api-bulk-delete-role,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-bulk-delete-role,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-bulk-delete-role.html,More about bulk delete roles
security-api-bulk-put-role,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-bulk-put-role,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-bulk-put-role.html,About bulk create or update roles
security-api-bulk-update-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-bulk-update-api-keys,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-bulk-update-api-keys.html,More about bulk update API keys
security-api-change-password,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-change-password,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-change-password.html,More about changing passwords
security-api-clear-api-key-cache,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-clear-api-key-cache,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-clear-api-key-cache.html,About clearing the API key cache
security-api-clear-cache,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-clear-cached-realms,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-clear-cache.html,About clearing the user cache
security-api-clear-privilege-cache,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-clear-cached-privileges,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-clear-privilege-cache.html,About clearing the privileges
security-api-clear-role-cache,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-clear-cached-roles,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-clear-role-cache.html,About clearing the roles cache
security-api-clear-service-token-caches,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-clear-cached-service-tokens,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-clear-service-token-caches.html,About clearing service account
security-api-create-api-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-create-api-key,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-create-api-key,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-create-api-key.html,More about creating an API key
security-api-create-service-token,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-create-service-token,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-create-service-token.html,About creating a service account
security-api-cross-cluster-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-create-cross-cluster-api-key,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-create-cross-cluster-api-key.html,About creating a cross-cluster
security-api-delegate-pki,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-delegate-pki,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-delegate-pki-authentication.html,About delegating pki
security-api-delete-privilege,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-delete-privileges,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-delete-privilege.html,About deleting application
security-api-delete-role-mapping,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-delete-role-mapping,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-delete-role-mapping.html,More about deleting role mappings
security-api-delete-role,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-delete-role,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-delete-role,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-delete-role.html,More about deleting roles
security-api-delete-service-token,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-delete-service-token,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-delete-service-token.html,About deleting service account
security-api-delete-user,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-delete-user,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-delete-user.html,More about deleting users
security-api-disable-user,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-disable-user,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-disable-user.html,More about disabling users
security-api-disable-user-profile,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-disable-user-profile,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-disable-user-profile.html,About disabling a user profile
security-api-enable-user,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-enable-user,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-enable-user.html,More about enabling users
security-api-enable-user-profile,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-enable-user-profile,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-enable-user-profile.html,About enabling a user profile
security-api-get-api-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-api-key,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-get-api-key,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-api-key.html,More about API key information
security-api-get-builtin-privileges,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-builtin-privileges,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-get-builtin-privileges,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-builtin-privileges.html,More about builtin privileges
security-api-get-privileges,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-privileges,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-privileges.html,More about application privileges
security-api-get-role-mapping,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-role-mapping,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-role-mapping.html,Learn more about role mappings
security-api-get-role,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-role,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-get-role,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-role.html,Learn more about roles
security-api-get-service-accounts,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-service-accounts,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-service-accounts.html,More about service accounts
security-api-get-service-credentials,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-service-credentials,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-service-credentials.html,About service account credentials
security-api-get-settings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-settings,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-settings.html,About security index settings
security-api-get-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-stats,,,More about security stats
security-api-get-token,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-token,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-token.html,Learn more about tokens
security-api-get-user-privileges,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-user-privileges,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-user-privileges.html,More about user privileges
security-api-get-user-profile,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-user-profile,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-user-profile.html,More about a user profile
security-api-get-user,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-get-user,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-get-user.html,Learn more about users
security-api-grant-api-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-grant-api-key,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-grant-api-key.html,More about granting an API key
security-api-has-privileges,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-has-privileges,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-has-privileges,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-has-privileges.html,About checking user privileges
security-api-has-privileges-profile,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-has-privileges-user-profile,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-has-privileges-user-profile.html,About checking user profile
security-api-invalidate-api-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-invalidate-api-key,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-invalidate-api-key,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-invalidate-api-key.html,More about invalidating API keys
security-api-invalidate-token,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-invalidate-token,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-invalidate-token.html,More about invalidating a token
security-api-kibana-enrollment,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-enroll-kibana,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-kibana-enrollment.html,More about enrolling Kibana
security-api-node-enrollment,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-enroll-node,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-node-enrollment.html,More about enrolling a node
security-api-oidc-authenticate,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-oidc-authenticate,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-oidc-authenticate.html,About authenticating openid
security-api-oidc-logout,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-oidc-logout,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-oidc-logout.html,About logging out of openid
security-api-oidc-prepare,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-oidc-prepare-authentication,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-oidc-prepare-authentication.html,About preparing openid connect
security-api-put-privileges,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-put-privileges,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-put-privileges.html,About creating or updating
security-api-put-role-mapping,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-put-role-mapping,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-put-role-mapping.html,About creating or updating role
security-api-put-role,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-put-role,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-put-role,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-put-role.html,About creating or updating roles
security-api-put-user,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-put-user,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-put-user.html,About creating or updating users
security-api-query-api-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-query-api-keys,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-query-api-keys,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-query-api-key.html,About finding API keys with a
security-api-query-role,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-query-role,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-query-role,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-query-role.html,About finding roles with a query
security-api-query-user,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-query-user,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-query-user.html,About finding users with a query
security-api-saml-authenticate,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-saml-authenticate,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-saml-authenticate.html,More about authenticating SAML
security-api-saml-complete-logout,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-saml-complete-logout,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-saml-complete-logout.html,About logging out of SAML
security-api-saml-invalidate,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-saml-invalidate,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-saml-invalidate.html,More about invalidating SAML
security-api-saml-logout,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-saml-logout,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-saml-logout.html,More about logging out of SAML
security-api-saml-prepare-authentication,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-saml-prepare-authentication,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-saml-prepare-authentication.html,About preparing SAML
security-api-saml-sp-metadata,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-saml-service-provider-metadata,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-saml-sp-metadata.html,About creating SAML service
security-api-ssl,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ssl-certificates,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-ssl.html,More about SSL certificates
security-api-suggest,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-suggest-user-profiles,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-suggest-user-profile.html,About suggesting a user profile
security-api-cross-cluster-key-update,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-update-cross-cluster-api-key,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-update-cross-cluster-api-key.html,About updating a cross-cluster
security-api-update-key,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-update-api-key,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-security-update-api-key,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-update-api-key.html,More about updating an API key
security-api-update-user-data,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-update-user-profile-data,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-update-user-profile-data.html,About updating user profile data
security-api-update-settings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-security-update-settings,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/security-api-update-settings.html,About updating security index
security-application-privileges,https://www.elastic.co/docs/reference/elasticsearch/security-privileges#application-privileges,[use-doc-url],,About Elasticsearch privileges
security-encrypt-http,https://www.elastic.co/docs/deploy-manage/security/set-up-basic-security-plus-https#encrypt-http-communication,[use-doc-url],,More about setting up https
security-encrypt-internode,https://www.elastic.co/docs/deploy-manage/security/set-up-basic-security#encrypt-internode-communication,[use-doc-url],,About setting up transport tls
security-privileges,https://www.elastic.co/docs/reference/elasticsearch/security-privileges,[use-doc-url],,About Elasticsearch privileges
security-query-api-keys,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/query-api-keys,[use-doc-url],,About query API key information
security-saml-guide,https://www.elastic.co/docs/deploy-manage/users-roles/cluster-or-deployment-auth/saml,[use-doc-url],,More about SAML authentication
security-settings-api-keys,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/security-settings#api-key-service-settings,[use-doc-url],,About security settings in
security-settings-hashing,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/security-settings#hashing-settings,[use-doc-url],,About security settings in
security-user-cache,https://www.elastic.co/docs/deploy-manage/users-roles/cluster-or-deployment-auth/controlling-user-cache,[use-doc-url],,About controlling the user cache
sematic-text-chunking,https://www.elastic.co/docs/reference/elasticsearch/mapping-reference/semantic-text#auto-text-chunking,[use-doc-url],,About semantic text field type
service-accounts,https://www.elastic.co/docs/deploy-manage/users-roles/cluster-or-deployment-auth/service-accounts,[use-doc-url],,More about service accounts
set-processor,https://www.elastic.co/docs/reference/enrich-processor/set-processor,[use-doc-url],,More about the setting processor
shape,https://www.elastic.co/docs/reference/elasticsearch/mapping-reference/shape,[use-doc-url],,More about the shape field type
shard-request-cache,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/shard-request-cache,[use-doc-url],,About the shard request cache
simulate-ingest-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-simulate-ingest,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/simulate-ingest-api.html,More about simulating ingestion
simulate-pipeline-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-simulate,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ingest-simulate,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/simulate-pipeline-api.html,More about simulating a pipeline
slice-scroll,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/paginate-search-results#slice-scroll,[use-doc-url],,About paginating search results
slm-api-delete-policy,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-delete-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-delete-policy.html,More about deleting a policy
slm-api-execute-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-execute-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-execute-lifecycle.html,More about running a policy
slm-api-execute-retention,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-execute-retention,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-execute-retention.html,About running a retention policy
slm-api-get-policy,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-get-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-get-policy.html,More about policy information
slm-api-get-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-get-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-get-stats.html,About snapshot lifecycle
slm-api-get-status,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-get-status,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-get-status.html,About the snapshot lifecycle
slm-api-put-policy,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-put-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-put-policy.html,Creating or updating policy
slm-api-start,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-start,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-start.html,About starting snapshot lifecycle
slm-api-stop,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-slm-stop,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/slm-api-stop.html,About stopping snapshot lifecycle
snapshot-clone,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-snapshot-clone,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/clone-snapshot-api.html,More about cloning a snapshot
snapshot-create,https://www.elastic.co/docs/deploy-manage/tools/snapshot-and-restore/create-snapshots,[use-doc-url],,More about managing snapshots
snapshot-create-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-snapshot-create,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/create-snapshot-api.html,More about creating a snapshot
snapshot-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-snapshot-delete,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-snapshot-api.html,More about deleting snapshots
